%% ---------- Weather input time-series for AquaCropOS ---------- %%
%% Day Month Year MinTemp MaxTemp Precipitation ReferenceET %%
6	11	2021	10.00	20.00	0.00	2.50
7	11	2021	10.00	20.00	0.00	2.50
8	11	2021	10.00	20.00	0.00	2.50
9	11	2021	10.00	20.00	0.00	2.50
10	11	2021	10.00	20.00	0.00	2.50
11	11	2021	10.00	20.00	0.00	2.50
12	11	2021	10.00	20.00	0.00	2.50
13	11	2021	10.00	20.00	0.00	2.50
14	11	2021	10.00	20.00	0.00	2.50
15	11	2021	10.00	20.00	0.00	2.50
16	11	2021	10.00	20.00	0.00	2.50
17	11	2021	10.00	20.00	0.00	2.50
18	11	2021	10.00	20.00	0.00	2.50
19	11	2021	10.00	20.00	0.00	2.50
20	11	2021	10.00	20.00	0.00	2.50
21	11	2021	10.00	20.00	0.00	2.50
22	11	2021	10.00	20.00	0.00	2.50
23	11	2021	10.00	20.00	0.00	2.50
24	11	2021	10.00	20.00	0.00	2.50
25	11	2021	10.00	20.00	0.00	2.50
26	11	2021	10.00	20.00	0.00	2.50
27	11	2021	10.00	20.00	0.00	2.50
28	11	2021	10.00	20.00	0.00	2.50
29	11	2021	10.00	20.00	0.00	2.50
30	11	2021	10.00	20.00	0.00	2.50
1	12	2021	10.00	20.00	0.00	2.50
2	12	2021	10.00	20.00	0.00	2.50
3	12	2021	10.00	20.00	0.00	2.50
4	12	2021	10.00	20.00	0.00	2.50
5	12	2021	10.00	20.00	0.00	2.50
6	12	2021	10.00	20.00	0.00	2.50
7	12	2021	10.00	20.00	0.00	2.50
8	12	2021	10.00	20.00	0.00	2.50
9	12	2021	10.00	20.00	0.00	2.50
10	12	2021	10.00	20.00	0.00	2.50
11	12	2021	10.00	20.00	0.00	2.50
12	12	2021	10.00	20.00	0.00	2.50
13	12	2021	10.00	20.00	0.00	2.50
14	12	2021	10.00	20.00	0.00	2.50
15	12	2021	10.00	20.00	0.00	2.50
16	12	2021	10.00	20.00	0.00	2.50
17	12	2021	10.00	20.00	0.00	2.50
18	12	2021	10.00	20.00	0.00	2.50
19	12	2021	10.00	20.00	0.00	2.50
20	12	2021	10.00	20.00	0.00	2.50
21	12	2021	10.00	20.00	0.00	2.50
22	12	2021	10.00	20.00	0.00	2.50
23	12	2021	10.00	20.00	0.00	2.50
24	12	2021	10.00	20.00	0.00	2.50
25	12	2021	10.00	20.00	0.00	2.50
26	12	2021	10.00	20.00	0.00	2.50
27	12	2021	10.00	20.00	0.00	2.50
28	12	2021	10.00	20.00	0.00	2.50
29	12	2021	10.00	20.00	0.00	2.50
30	12	2021	10.00	20.00	0.00	2.50
31	12	2021	10.00	20.00	0.00	2.50
1	1	2022	10.00	20.00	0.00	2.50
2	1	2022	10.00	20.00	0.00	2.50
3	1	2022	10.00	20.00	0.00	2.50
4	1	2022	10.00	20.00	0.00	2.50
5	1	2022	10.00	20.00	0.00	2.50
